id	color	movie_title	duration	director_name	actor_1_name	actor_2_name	actor_3_name	movie_imdb_link	language	country	content_rating	title_year	imdb_score
135	Color	The Wolfman 	119	Joe Johnston	Anthony Hopkins	Simon Merrells	Art Malik	http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1	English	USA	R	2010	5.8
136	Color	The Legend of Tarzan 	110	David Yates	Christoph Waltz	Alexander Skarsg?•rd	Casper Crump	http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1	English	USA	PG-13	2016	6.6
137	Color	Bee Movie 	91	Steve Hickner	Matthew Broderick	Oprah Winfrey	Rip Torn	http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1	English	USA	PG	2007	6.2
138	Color	Kung Fu Panda 2 	90	Jennifer Yuh Nelson	Angelina Jolie Pitt	Gary Oldman	Mike Bell	http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1	English	USA	PG	2011	7.3
139	Color	The Last Airbender 	103	M. Night Shyamalan	Seychelle Gabriel	Noah Ringer	Aasif Mandvi	http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1	English	USA	PG	2010	4.2
140	Color	Mission: Impossible III 	124	J.J. Abrams	Philip Seymour Hoffman	Tom Cruise	Eddie Marsan	http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1	English	USA	PG-13	2006	6.9
141	Color	White House Down 	131	Roland Emmerich	Channing Tatum	Jake Weber	Matt Craven	http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	6.4
142	Color	Mars Needs Moms 	88	Simon Wells	Elisabeth Harnois	Dan Fogler	Tom Everett Scott	http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1	English	USA	PG	2011	5.4
143	Color	Flushed Away 	85	David Bowers	Hugh Jackman	Kate Winslet	David Suchet	http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1	English	UK	PG	2006	6.7
144	Color	Pan 	111	Joe Wright	Hugh Jackman	Cara Delevingne	Nonso Anozie	http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1	English	USA	PG	2015	5.8
145	Color	Mr. Peabody & Sherman 	92	Rob Minkoff	Ty Burrell	Zach Callison	Karan Brar	http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1	English	USA	PG	2014	6.9
146	Color	Troy 	196	Wolfgang Petersen	Brad Pitt	Orlando Bloom	Julian Glover	http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1	English	USA	R	2004	7.2
147	Color	Madagascar 3: Europe's Most Wanted 	93	Eric Darnell	Jada Pinkett Smith	Martin Short	Cedric the Entertainer	http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1	English	USA	PG	2012	6.9
148	 Black and White	Die Another Day 	133	Lee Tamahori	Toby Stephens	Colin Salmon	Rick Yune	http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1	English	UK	PG-13	2002	6.1
149	Color	Ghostbusters 	116	Paul Feig	Ed Begley Jr.	Kate McKinnon	Zach Woods	http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1	English	USA	PG-13	2016	5.5
150	Color	Armageddon 	153	Michael Bay	Bruce Willis	Steve Buscemi	Will Patton	http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1	English	USA	PG-13	1998	6.6
151	Color	Men in Black II 	88	Barry Sonnenfeld	Will Smith	Rosario Dawson	Rip Torn	http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1	English	USA	PG-13	2002	6.1
152	Color	Beowulf 	115	Robert Zemeckis	Robin Wright	Anthony Hopkins	Sebastian Roch?©	http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1	English	USA	PG-13	2007	6.3
153	Color	Kung Fu Panda 3 	95	Alessandro Carloni	J.K. Simmons	Angelina Jolie Pitt	Wayne Knight	http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1	English	USA	PG	2016	7.2
154	Color	Mission: Impossible - Ghost Protocol 	133	Brad Bird	Tom Cruise	Jeremy Renner	Michael Nyqvist	http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1	English	USA	PG-13	2011	7.4
155	Color	Rise of the Guardians 	97	Peter Ramsey	Hugh Jackman	Kamil McFadden	Khamani Griffin	http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1	English	USA	PG	2012	7.3
156	Color	Fun with Dick and Jane 	90	Dean Parisot	John Michael Higgins	Richard Burgi	David Herman	http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1	English	USA	PG-13	2005	6.1
157	Color	The Last Samurai 	154	Edward Zwick	Tom Cruise	Tony Goldwyn	Chad Lindberg	http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1	English	USA	R	2003	7.7
158	Color	Exodus: Gods and Kings 	150	Ridley Scott	Christian Bale	Mar??a Valverde	Ben Mendelsohn	http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1	English	UK	PG-13	2014	6.1
159	Color	Star Trek 	127	J.J. Abrams	Chris Hemsworth	Leonard Nimoy	Bruce Greenwood	http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1	English	USA	PG-13	2009	8
160	Color	Spider-Man 	121	Sam Raimi	J.K. Simmons	James Franco	Kirsten Dunst	http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1	English	USA	PG-13	2002	7.3
161	Color	How to Train Your Dragon 2 	102	Dean DeBlois	Gerard Butler	Djimon Hounsou	America Ferrera	http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1	English	USA	PG	2014	7.9
162	Color	Gods of Egypt 	126	Alex Proyas	Gerard Butler	Elodie Yung	Bryan Brown	http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1	English	USA	PG-13	2016	5.5
163	Color	Stealth 	121	Rob Cohen	Sam Shepard	Joe Morton	Richard Roxburgh	http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1	English	USA	PG-13	2005	5
164	Color	Watchmen 	215	Zack Snyder	Matt Frewer	Billy Crudup	Stephen McHattie	http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1	English	USA	R	2009	7.7
165	Color	Lethal Weapon 4 	127	Richard Donner	Jet Li	Rene Russo	Darlene Love	http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1	English	USA	R	1998	6.6
166	Color	Hulk 	138	Ang Lee	Kevin Rankin	Regi Davis	Celia Weston	http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1	English	USA	PG-13	2003	5.7
167	Color	G.I. Joe: Retaliation 	122	Jon M. Chu	Channing Tatum	Dwayne Johnson	Elodie Yung	http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	5.8
168	Color	Sahara 	124	Breck Eisner	Matthew McConaughey	Rainn Wilson	Delroy Lindo	http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1	English	UK	PG-13	2005	6
169	Color	Final Fantasy: The Spirits Within 	106	Hironobu Sakaguchi	Steve Buscemi	Ming-Na Wen	Jean Simmons	http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1	English	USA	PG-13	2001	6.4
170	Color	Captain America: The First Avenger 	124	Joe Johnston	Chris Evans	Dominic Cooper	Hayley Atwell	http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1	English	USA	PG-13	2011	6.9
171	Color	The World Is Not Enough 	128	Michael Apted	Colin Salmon	Maria Grazia Cucinotta	Desmond Llewelyn	http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1	English	UK	PG-13	1999	6.4
172	Color	Master and Commander: The Far Side of the World 	138	Peter Weir	James D'Arcy	Lee Ingleby	David Threlfall	http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1	English	USA	PG-13	2003	7.4
173	Color	The Twilight Saga: Breaking Dawn - Part 2 	115	Bill Condon	Robert Pattinson	Kristen Stewart	Taylor Lautner	http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1	English	USA	PG-13	2012	5.5
174	Color	Happy Feet 2 	100	George Miller	Robin Williams	Brad Pitt	Common	http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1	English	Australia	PG	2011	5.9
175	Color	The Incredible Hulk 	135	Louis Leterrier	Ty Burrell	Peter Mensah	William Hurt	http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1	English	USA	PG-13	2008	6.8
176	Color	Miami Vice             	60		Don Johnson	Philip Michael Thomas	John Diehl	http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1	English	USA	TV-14	2015	7.5
177	Color	The BFG 	117	Steven Spielberg	Mark Rylance	Penelope Wilton	Rafe Spall	http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1	English	UK	PG	2016	6.8
178	Color	The Revenant 	156	Alejandro G. I?±?°rritu	Leonardo DiCaprio	Tom Hardy	Lukas Haas	http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1	English	USA	R	2015	8.1
179	Color	Turbo 	96	David Soren	Ryan Reynolds	Snoop Dogg	Ben Schwartz	http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1	English	USA	PG	2013	6.5
180	Color	Rango 	107	Gore Verbinski	Johnny Depp	Ray Winstone	Stephen Root	http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1	English	USA	PG	2011	7.2
181	Color	Penguins of Madagascar 	92	Eric Darnell	Benedict Cumberbatch	Annet Mahendru	Andy Richter	http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1	English	USA	PG	2014	6.7
182	Color	The Bourne Ultimatum 	115	Paul Greengrass	Matt Damon	Edgar Ram??rez	Albert Finney	http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1	English	USA	PG-13	2007	8.1
183	Color	Kung Fu Panda 	92	Mark Osborne	Angelina Jolie Pitt	Wayne Knight	Dan Fogler	http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1	English	USA	PG	2008	7.6
184	Color	Ant-Man 	117	Peyton Reed	Judy Greer	Hayley Atwell	T.I.	http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1	English	USA	PG-13	2015	7.4
185	Color	The Hunger Games: Catching Fire 	146	Francis Lawrence	Jennifer Lawrence	Josh Hutcherson	Sandra Ellis Lafferty	http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	7.6
186	Color	The Twilight Saga: Breaking Dawn - Part 2 	115	Bill Condon	Robert Pattinson	Kristen Stewart	Taylor Lautner	http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1	English	USA	PG-13	2012	5.5
187	Color	Home 	94	Tim Johnson	Jim Parsons	Matt Jones	April Winchell	http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1	English	USA	PG	2015	6.7
188	Color	War of the Worlds 	116	Steven Spielberg	Tom Cruise	Lisa Ann Walter	Rick Gonzalez	http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1	English	USA	PG-13	2005	6.5
189	Color	Bad Boys II 	147	Michael Bay	Will Smith	Henry Rollins	Jordi Moll?†	http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1	English	USA	R	2003	6.6
190	Color	Puss in Boots 	90	Chris Miller	Salma Hayek	Constance Marie	Amy Sedaris	http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1	English	USA	PG	2011	6.7
191	Color	Salt 	101	Phillip Noyce	Angelina Jolie Pitt	Andre Braugher	August Diehl	http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1	English	USA	PG-13	2010	6.4
192	Color	Noah 	138	Darren Aronofsky	Anthony Hopkins	Emma Watson	Logan Lerman	http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1	English	USA	PG-13	2014	5.8
193	Color	The Adventures of Tintin 	107	Steven Spielberg	Toby Jones	Mackenzie Crook	Tony Curran	http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1	English	USA	PG	2011	7.4
194	Color	Harry Potter and the Prisoner of Azkaban 	142	Alfonso Cuar??n	Daniel Radcliffe	Gary Oldman	Rupert Grint	http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1	English	UK	PG	2004	7.8
195	Color	Australia 	165	Baz Luhrmann	Essie Davis	Bryan Brown	Eddie Baroo	http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1	English	Australia	PG-13	2008	6.6
196	Color	After Earth 	100	M. Night Shyamalan	Will Smith	Zo?´ Kravitz	Glenn Morshower	http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	4.9
197	Color	Dinosaur 	82	Eric Leighton	Alfre Woodard	D.B. Sweeney	Della Reese	http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1	English	USA	PG	2000	6.5
198	Color	Harry Potter and the Deathly Hallows: Part II 	122	Matt Birch	Rupert Grint	Dave Legeno	Ralph Ineson	http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1	English	UK		2011	7.5
199	Color	Night at the Museum: Secret of the Tomb 	98	Shawn Levy	Robin Williams	Rami Malek	Steve Coogan	http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1	English	USA	PG	2014	6.2
200	Color	Megamind 	95	Tom McGrath	J.K. Simmons	Brad Pitt	Will Ferrell	http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1	English	USA	PG	2010	7.3
201	Color	Harry Potter and the Sorcerer's Stone 	159	Chris Columbus	Daniel Radcliffe	Fiona Shaw	Verne Troyer	http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1	English	UK	PG	2001	7.5
202	Color	R.I.P.D. 	96	Robert Schwentke	Ryan Reynolds	Jeff Bridges	Stephanie Szostak	http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	5.6
203	Color	Godzilla Resurgence 	120	Hideaki Anno	Mark Chinnery	Shin'ya Tsukamoto	Atsuko Maeda	http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1	Japanese	Japan		2016	8.2
204	Color	Pirates of the Caribbean: The Curse of the Black Pearl 	143	Gore Verbinski	Johnny Depp	Orlando Bloom	Jack Davenport	http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1	English	USA	PG-13	2003	8.1
205	Color	Harry Potter and the Deathly Hallows: Part I 	122	Matt Birch	Rupert Grint	Toby Jones	Alfred Enoch	http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1	English	UK		2010	6.4
206	Color	The Hunger Games: Mockingjay - Part 1 	123	Francis Lawrence	Jennifer Lawrence	Philip Seymour Hoffman	Josh Hutcherson	http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1	English	USA	PG-13	2014	6.7
207	Color	The Da Vinci Code 	174	Ron Howard	Tom Hanks	Seth Gabel	J?ºrgen Prochnow	http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1	English	USA	PG-13	2006	6.6
208	Color	Rio 2 	101	Carlos Saldanha	Miguel Ferrer	Rachel Crow	Jeffrey Garcia	http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1	English	USA	G	2014	6.4
209	Color	X-Men 2 	134	Bryan Singer	Hugh Jackman	Bruce Davison	Aaron Stanford	http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1	English	Canada	PG-13	2003	7.5
210	Color	Fast Five 	132	Justin Lin	Paul Walker	Vin Diesel	Dwayne Johnson	http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1	English	USA	PG-13	2011	7.3
211	Color	Sherlock Holmes: A Game of Shadows 	129	Guy Ritchie	Robert Downey Jr.	Eddie Marsan	Paul Anderson	http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1	English	USA	PG-13	2011	7.5
212	Color	Clash of the Titans 	106	Louis Leterrier	Liam Neeson	Jason Flemyng	Alexa Davalos	http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1	English	USA	PG-13	2010	5.8
213	Color	Total Recall 	113	Paul Verhoeven	Ronny Cox	Rachel Ticotin	Marshall Bell	http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1	English	USA	R	1990	7.5
214	Color	The 13th Warrior 	102	John McTiernan	Tony Curran	Vladimir Kulich	Clive Russell	http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1	English	USA	R	1999	6.6
215	Color	The Bourne Legacy 	135	Tony Gilroy	Jeremy Renner	Scott Glenn	Stacy Keach	http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1	English	USA	PG-13	2012	6.7
216	Color	Batman & Robin 	125	Joel Schumacher	Michael Gough	Vivica A. Fox	John Glover	http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1	English	USA	PG-13	1997	3.7
217	Color	How the Grinch Stole Christmas 	110	Ron Howard	Clint Howard	T.J. Thyne	Molly Shannon	http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1	English	USA	PG	2000	6
218	Color	The Day After Tomorrow 	124	Roland Emmerich	Jake Gyllenhaal	Dennis Quaid	Sela Ward	http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1	English	USA	PG-13	2004	6.4
219	Color	Mission: Impossible II 	123	John Woo	Tom Cruise	Dougray Scott	Richard Roxburgh	http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1	English	USA	PG-13	2000	6.1
220	Color	The Perfect Storm 	130	Wolfgang Petersen	Karen Allen	Mary Elizabeth Mastrantonio	Bob Gunton	http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1	English	USA	PG-13	2000	6.4
221	Color	Fantastic 4: Rise of the Silver Surfer 	92	Tim Story	Chris Evans	Ioan Gruffudd	Andre Braugher	http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1	English	USA	PG	2007	5.6
222	Color	Life of Pi 	127	Ang Lee	Suraj Sharma	Rafe Spall	Tabu	http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1	English	USA	PG	2012	8
223	Color	Ghost Rider 	123	Mark Steven Johnson	Nicolas Cage	Matt Long	Peter Fonda	http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1	English	USA	PG-13	2007	5.2
224	Color	Jason Bourne 	123	Paul Greengrass	Matt Damon	Riz Ahmed	Ato Essandoh	http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1	English	UK	PG-13	2016	7.1
225	Color	Charlie's Angels: Full Throttle 	107	McG	Demi Moore	Bernie Mac	Justin Theroux	http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1	English	USA	PG-13	2003	4.8
226	Color	Prometheus 	124	Ridley Scott	Michael Fassbender	Charlize Theron	Sean Harris	http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1	English	USA	R	2012	7
227	Color	Stuart Little 2 	77	Rob Minkoff	Nathan Lane	Brad Garrett	Melanie Griffith	http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1	English	USA	PG	2002	5.4
228	Color	Elysium 	109	Neill Blomkamp	Matt Damon	Sharlto Copley	Alice Braga	http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1	English	USA	R	2013	6.6
229	Color	The Chronicles of Riddick 	134	David Twohy	Vin Diesel	Alexa Davalos	Christina Cox	http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1	English	USA	PG-13	2004	6.7
230	Color	RoboCop 	117	Jos?© Padilha	Gary Oldman	Abbie Cornish	Jennifer Ehle	http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1	English	USA	PG-13	2014	6.2
231	Color	Speed Racer 	135	Lana Wachowski	Scott Porter	Kick Gurry	Nicholas Elia	http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1	English	USA	PG	2008	6.1
232	Color	How Do You Know 	121	James L. Brooks	Shelley Conn	Domenick Lombardozzi	Teyonah Parris	http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1	English	USA	PG-13	2010	5.3
233	Color	Knight and Day 	117	James Mangold	Tom Cruise	Marc Blucas	Jordi Moll?†	http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1	English	USA	PG-13	2010	6.3
234	Color	Oblivion 	124	Joseph Kosinski	Morgan Freeman	Tom Cruise	Zo?´ Bell	http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	7
235	Color	Star Wars: Episode III - Revenge of the Sith 	140	George Lucas	Natalie Portman	Christopher Lee	Hayden Christensen	http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1	English	USA	PG-13	2005	7.6
236	Color	Star Wars: Episode II - Attack of the Clones 	142	George Lucas	Natalie Portman	Christopher Lee	Hayden Christensen	http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1	English	USA	PG	2002	6.7
237	Color	"Monsters, Inc. "	92	Pete Docter	Steve Buscemi	John Ratzenberger	James Coburn	http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1	English	USA	G	2001	8.1
238	Color	The Wolverine 	138	James Mangold	Hugh Jackman	Tao Okamoto	Rila Fukushima	http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	6.7
239	Color	Star Wars: Episode I - The Phantom Menace 	136	George Lucas	Natalie Portman	Liam Neeson	Ian McDiarmid	http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1	English	USA	PG	1999	6.5
240	Color	The Croods 	98	Kirk De Micco	Ryan Reynolds	Emma Stone	Nicolas Cage	http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1	English	USA	PG	2013	7.3
241	Color	Asterix at the Olympic Games 	116	Fr?©d?©ric Forestier	Alain Delon	Santiago Segura	Vanessa Hessler	http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1	French	France		2008	5.1
242	Color	Windtalkers 	153	John Woo	Nicolas Cage	Roger Willie	Noah Emmerich	http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1	English	USA	R	2002	6
243	Color	The Huntsman: Winter's War 	120	Cedric Nicolas-Troyan	Chris Hemsworth	Sam Claflin	Charlize Theron	http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1	English	USA	PG-13	2016	6.1
244	Color	Teenage Mutant Ninja Turtles 	101	Jonathan Liebesman	Noel Fisher	Danny Woodburn	Jeremy Howard	http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1	English	USA	PG-13	2014	5.9
245	Color	Gravity 	91	Alfonso Cuar??n	Phaldut Sharma	Basher Savage	Amy Warren	http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1	English	UK	PG-13	2013	7.8
246	Color	Dante's Peak 	108	Roger Donaldson	Jamie Ren?©e Smith	Grant Heslov	Tzi Ma	http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1	English	USA	PG-13	1997	5.8
247	Color	Teenage Mutant Ninja Turtles: Out of the Shadows 	112	Dave Green	Stephen Amell	Noel Fisher	Brad Garrett	http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1	English	USA	PG-13	2016	6.3
248	Color	Fantastic Four 	100	Josh Trank	Tim Blake Nelson	Reg E. Cathey	Tim Heidecker	http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1	English	USA	PG-13	2015	4.3
249	Color	Night at the Museum 	108	Shawn Levy	Robin Williams	Rami Malek	Steve Coogan	http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1	English	USA	PG	2006	6.4
250	Color	San Andreas 	114	Brad Peyton	Dwayne Johnson	Ioan Gruffudd	Archie Panjabi	http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1	English	USA	PG-13	2015	6.1
251	Color	Tomorrow Never Dies 	119	Roger Spottiswoode	Vincent Schiavelli	Colin Salmon	Joe Don Baker	http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1	English	UK	PG-13	1997	6.5
252	Color	The Patriot 	142	Roland Emmerich	Heath Ledger	Adam Baldwin	Tom Wilkinson	http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1	English	USA	R	2000	7.1
253	Color	Ocean's Twelve 	125	Steven Soderbergh	Brad Pitt	Julia Roberts	Mini Anden	http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1	English	USA	PG-13	2004	6.4
254	Color	Mr. & Mrs. Smith 	126	Doug Liman	Brad Pitt	Angelina Jolie Pitt	Stephanie March	http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1	English	USA	PG-13	2005	6.5
255	Color	Insurgent 	119	Robert Schwentke	Kate Winslet	Theo James	Mekhi Phifer	http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1	English	USA	PG-13	2015	6.3
256	 Black and White	The Aviator 	170	Martin Scorsese	Leonardo DiCaprio	Adam Scott	Frances Conroy	http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1	English	USA	PG-13	2004	7.5
257	Color	Gulliver's Travels 	85	Rob Letterman	James Corden	Catherine Tate	Olly Alexander	http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1	English	USA	PG	2010	4.9
258	Color	The Green Hornet 	119	Michel Gondry	Christoph Waltz	Tom Wilkinson	Chad L. Coleman	http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1	English	USA	PG-13	2011	5.8
259	Color	The A-Team             	60		George Peppard	Dirk Benedict	Dwight Schultz	http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1	English	USA	TV-PG	2000	7.6
260	Color	300: Rise of an Empire 	102	Noam Murro	Eva Green	Sullivan Stapleton	Peter Mensah	http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1	English	USA	R	2014	6.2
261	Color	The Smurfs 	103	Raja Gosnell	Mahadeo Shivraj	Tim Gunn	Madison McKinley	http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1	English	USA	PG	2011	5.5
262	Color	Home on the Range 	76	Will Finn	Steve Buscemi	Roseanne Barr	G.W. Bailey	http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1	English	USA	PG	2004	5.4
263	Color	Allegiant 	120	Robert Schwentke	Naomi Watts	Theo James	Zo?´ Kravitz	http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1	English	USA	PG-13	2016	5.8
264	Color	Real Steel 	127	Shawn Levy	Hugh Jackman	Torey Michael Adkins	Olga Fonda	http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1	English	USA	PG-13	2011	7.1
265	Color	The Smurfs 2 	105	Raja Gosnell	Jacob Tremblay	Nancy O'Dell	Vanessa Matsui	http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1	English	USA	PG	2013	5.4
266	Color	Speed 2: Cruise Control 	121	Jan de Bont	Jason Patric	Temuera Morrison	Lois Chiles	http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1	English	USA	PG-13	1997	3.7
267	Color	Ender's Game 	114	Gavin Hood	Harrison Ford	Moises Arias	Aramis Knight	http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1	English	USA	PG-13	2013	6.7
268	Color	Live Free or Die Hard 	129	Len Wiseman	Bruce Willis	Jonathan Sadowski	Cyril Raffaelli	http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1	English	USA	PG-13	2007	7.2
269	Color	The Lord of the Rings: The Fellowship of the Ring 	171	Peter Jackson	Christopher Lee	Orlando Bloom	Billy Boyd	http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1	English	New Zealand	PG-13	2001	8.8
270	Color	Around the World in 80 Days 	120	Frank Coraci	Jim Broadbent	Steve Coogan	C?©cile De France	http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1	English	USA	PG	2004	5.8
